series.thisRepN,series.thisTrialN,series.thisN,series.thisIndex,Ramp.thisRepN,Ramp.thisTrialN,Ramp.thisN,Ramp.thisIndex,rand_shocks.thisRepN,rand_shocks.thisTrialN,rand_shocks.thisN,rand_shocks.thisIndex,wait1_dur,intensity,text_7.started,text_12.started,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,text_4.stopped,main_text.started,confirm_text.started,rating,ratingScale.response,ratingScale.rt,text_2.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,text_9.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,main_text_rand.started,confirm_rand.started,scale_wasmoved,rating_rand_.response,rating_rand_.rt,participant,debug,fail_ma,max_ma,nramps,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,2.3,10,433.29943430000003,433.3545834000006,433.3545834000006,p,0.5878783999996813,433.95179410000037,436.2576364000006,436.2576364000006,437.2808560000003,449.8896338000004,449.8896338000004,0,0,12.611,449.8896338000004,449.8896338000004,y,3.7725653000006787,,,,,,,,,,sub-026,0,750,700,3,2023-06-19_16h18.02.716,painuncertainty_calibration,2022.2.5,143.81329582636124,
0,0,0,0,1,0,1,0,,,,,2.3,20,453.71648770000047,453.7743549000006,453.7743549000006,p,0.9514247000006435,454.7391243000002,457.0449825000005,457.0449825000005,458.0613804000004,467.6659322000005,467.6659322000005,11,11,9.604,467.6659322000005,467.6659322000005,y,2.220280200000161,,,,,,,,,,sub-026,0,750,700,3,2023-06-19_16h18.02.716,painuncertainty_calibration,2022.2.5,143.81329582636124,
0,0,0,0,2,0,2,0,,,,,2.2,30,469.92947580000055,469.9979708000001,469.9979708000001,p,0.5368068999996467,470.54651230000036,472.74851899999976,472.74851899999976,473.7651685000001,483.6534465000004,483.6534465000004,39,39,9.889,483.6534465000004,483.6534465000004,y,3.048666200000298,,,,,,,,,,sub-026,0,750,700,3,2023-06-19_16h18.02.716,painuncertainty_calibration,2022.2.5,143.81329582636124,
0,0,0,0,3,0,3,0,,,,,2.5,40,486.76536959999976,486.82125220000034,486.82125220000034,p,0.5449623000004067,487.3751968000006,489.8759570000002,489.8759570000002,490.89308020000044,496.9381927000004,496.9381927000004,59,59,6.044,496.9381927000004,496.9381927000004,y,2.347657199999958,,,,,,,,,,sub-026,0,750,700,3,2023-06-19_16h18.02.716,painuncertainty_calibration,2022.2.5,143.81329582636124,
0,0,0,0,4,0,4,0,,,,,2.1,50,499.34806130000015,499.3978183999998,499.3978183999998,p,0.4879434000004039,499.89824540000063,502.0022755,502.0022755,503.0186846000006,506.46050149999974,506.46050149999974,88,88,3.441,506.46050149999974,506.46050149999974,y,3.0494861000006495,,,,,,,,,,sub-026,0,750,700,3,2023-06-19_16h18.02.716,painuncertainty_calibration,2022.2.5,143.81329582636124,
0,0,0,0,5,0,5,0,,,,,2.1,60,509.56462180000017,509.62101970000003,509.62101970000003,p,0.9210749000003489,510.5522963000003,512.6564961000004,512.6564961000004,513.6731178,520.0510033999999,520.0510033999999,93,93,6.38,520.0510033999999,520.0510033999999,n,3.3473283000002994,,,,,,,,,,sub-026,0,750,700,3,2023-06-19_16h18.02.716,painuncertainty_calibration,2022.2.5,143.81329582636124,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-026,0,750,700,3,2023-06-19_16h18.02.716,painuncertainty_calibration,2022.2.5,143.81329582636124,
1,0,1,0,0,0,0,0,,,,,2.1,10,532.3005178000003,532.3667832000001,532.3667832000001,p,0.815818500000205,533.1932370000004,535.2977271,535.2977271,536.3136408999999,540.0046598999998,540.0046598999998,2,2,3.692,540.0046598999998,540.0046598999998,y,2.2573817000002236,,,,,,,,,,sub-026,0,750,700,3,2023-06-19_16h18.02.716,painuncertainty_calibration,2022.2.5,143.81329582636124,
1,0,1,0,1,0,1,0,,,,,2.0,20,542.2935600999999,542.3749714000005,542.3749714000005,p,0.3350297999995746,542.7221565,544.7225336000001,544.7225336000001,545.7382882000002,550.0892248999999,550.0892248999999,24,24,4.352,550.0892248999999,550.0892248999999,y,2.509159900000668,,,,,,,,,,sub-026,0,750,700,3,2023-06-19_16h18.02.716,painuncertainty_calibration,2022.2.5,143.81329582636124,
1,0,1,0,2,0,2,0,,,,,2.2,30,552.6543267000006,552.7099108000002,552.7099108000002,p,0.4646689000001061,553.1818668000005,555.3835583999999,555.3835583999999,556.4001033000004,559.1270036000005,559.1270036000005,51,51,2.727,559.1270036000005,559.1270036000005,y,2.66284160000032,,,,,,,,,,sub-026,0,750,700,3,2023-06-19_16h18.02.716,painuncertainty_calibration,2022.2.5,143.81329582636124,
