series.thisRepN,series.thisTrialN,series.thisN,series.thisIndex,Ramp.thisRepN,Ramp.thisTrialN,Ramp.thisN,Ramp.thisIndex,rand_shocks.thisRepN,rand_shocks.thisTrialN,rand_shocks.thisN,rand_shocks.thisIndex,wait1_dur,intensity,text_7.started,text_12.started,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,main_text.started,confirm_text.started,rating,ratingScale.response,ratingScale.rt,text_2.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,text_4.stopped,text_9.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,main_text_rand.started,confirm_rand.started,scale_wasmoved,rating_rand_.response,rating_rand_.rt,participant,debug,fail_ma,max_ma,nramps,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,2.1,10,597.7317745,597.7905839000014,597.7905839000014,p,5.365469299998949,603.1663019999996,605.2706491999998,605.2706491999998,616.1942479000008,616.1942479000008,32,32,9.899,616.1942479000008,616.1942479000008,y,3.722347799999625,,,,,,,,,,,sub-041,0,750,700,3,2023-08-16_14h12.50.558,painuncertainty_calibration,2022.2.5,143.0203904156864,
0,0,0,0,1,0,1,0,,,,,2.3,20,619.9510728000005,620.0293715000007,620.0293715000007,p,1.310104299998784,621.3489872000009,623.6547932000012,623.6547932000012,631.6400586,631.6400586,44,44,6.97,631.6400586,631.6400586,y,3.9233821999987413,624.6702471999997,,,,,,,,,,sub-041,0,750,700,3,2023-08-16_14h12.50.558,painuncertainty_calibration,2022.2.5,143.0203904156864,
0,0,0,0,2,0,2,0,,,,,2.4,30,635.6017239000012,635.6770524000003,635.6770524000003,p,1.0633493999976054,636.7535052000003,639.1566340000008,639.1566340000008,649.8038374000007,649.8038374000007,60,60,9.63,649.8038374000007,649.8038374000007,y,3.511785199998485,640.1726025000007,,,,,,,,,,sub-041,0,750,700,3,2023-08-16_14h12.50.558,painuncertainty_calibration,2022.2.5,143.0203904156864,
0,0,0,0,3,0,3,0,,,,,2.5,40,653.3613802,653.4291899,653.4291899,p,0.750534200000402,654.1932395000003,656.693512400001,656.693512400001,666.6299995999998,666.6299995999998,65,65,8.924,666.6299995999998,666.6299995999998,n,12.205551099998047,657.7070655999996,,,,,,,,,,sub-041,0,750,700,3,2023-08-16_14h12.50.558,painuncertainty_calibration,2022.2.5,143.0203904156864,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-041,0,750,700,3,2023-08-16_14h12.50.558,painuncertainty_calibration,2022.2.5,143.0203904156864,
1,0,1,0,0,0,0,0,,,,,2.4,10,685.1110320999996,685.1834780000008,685.1834780000008,p,1.3725307999975485,686.5650813000011,688.9685439000004,688.9685439000004,696.2117918000004,696.2117918000004,13,13,6.225,696.2117918000004,696.2117918000004,y,2.8396663000003173,689.9852842,,,,,,,,,,sub-041,0,750,700,3,2023-08-16_14h12.50.558,painuncertainty_calibration,2022.2.5,143.0203904156864,
1,0,1,0,1,0,1,0,,,,,2.0,20,699.099292500001,699.1640058000012,699.1640058000012,p,0.9202496999987488,700.0949782000007,702.0948134000009,702.0948134000009,709.3505781000003,709.3505781000003,25,25,6.24,709.3505781000003,709.3505781000003,y,2.5887427999987267,703.1109433000001,,,,,,,,,,sub-041,0,750,700,3,2023-08-16_14h12.50.558,painuncertainty_calibration,2022.2.5,143.0203904156864,
1,0,1,0,2,0,2,0,,,,,2.2,30,712.0008747000011,712.0552156000012,712.0552156000012,p,0.7893597999991471,712.8531700000003,715.0552274000001,715.0552274000001,720.4980420000011,720.4980420000011,29,29,4.428,720.4980420000011,720.4980420000011,y,2.961390399997981,716.0700701000005,,,,,,,,,,sub-041,0,750,700,3,2023-08-16_14h12.50.558,painuncertainty_calibration,2022.2.5,143.0203904156864,
1,0,1,0,3,0,3,0,,,,,2.4,40,723.5110229000002,723.5767907000009,723.5767907000009,p,0.7630320999996911,724.347505400001,726.7506418000012,726.7506418000012,733.8814956000006,733.8814956000006,44,44,6.115,733.8814956000006,733.8814956000006,y,3.034398499999952,727.7672591999999,,,,,,,,,,sub-041,0,750,700,3,2023-08-16_14h12.50.558,painuncertainty_calibration,2022.2.5,143.0203904156864,
1,0,1,0,4,0,4,0,,,,,2.5,50,736.9720570000009,737.0304835999996,737.0304835999996,p,0.7820706000002247,737.8213090000008,740.3219316000013,740.3219316000013,745.8341655000004,745.8341655000004,52,52,4.496,745.8341655000004,745.8341655000004,n,4.409539700000096,741.3390149999996,,,,,,,,,,sub-041,0,750,700,3,2023-08-16_14h12.50.558,painuncertainty_calibration,2022.2.5,143.0203904156864,
