series.thisRepN,series.thisTrialN,series.thisN,series.thisIndex,Ramp.thisRepN,Ramp.thisTrialN,Ramp.thisN,Ramp.thisIndex,rand_shocks.thisRepN,rand_shocks.thisTrialN,rand_shocks.thisN,rand_shocks.thisIndex,wait1_dur,intensity,text_7.started,text_12.started,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,text_4.stopped,main_text.started,confirm_text.started,rating,ratingScale.response,ratingScale.rt,text_2.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,text_9.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,main_text_rand.started,confirm_rand.started,scale_wasmoved,rating_rand_.response,rating_rand_.rt,participant,debug,fail_ma,max_ma,nramps,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,2.2,10,647.1608613999997,647.2077407999896,647.2077407999896,p,1.9894291999953566,649.2080142999912,651.4096617999894,651.4096617999894,652.440772499991,660.3418429000012,660.3418429000012,0,0,7.901,660.3418429000012,660.3418429000012,y,6.614549899997655,,,,,,,,,,sub-063,0,750,700,3,2023-10-26_10h04.53.392,painuncertainty_calibration,2022.2.5,142.94924301582836,
0,0,0,0,1,0,1,0,,,,,2.0,20,667.0069226999913,667.0711793999944,667.0711793999944,p,1.2935610999993514,668.3769419000018,670.3770892999892,670.3770892999892,671.394343699998,689.2733536000014,689.2733536000014,2,2,17.88,689.2733536000014,689.2733536000014,y,5.003104400006123,,,,,,,,,,sub-063,0,750,700,3,2023-10-26_10h04.53.392,painuncertainty_calibration,2022.2.5,142.94924301582836,
0,0,0,0,2,0,2,0,,,,,2.4,30,694.3170516999962,694.387813399997,694.387813399997,p,0.8085717999929329,695.2065851999942,697.6102050999907,697.6102050999907,698.6262223999947,705.5741699999926,705.5741699999926,3,3,6.948,705.5741699999926,705.5741699999926,y,3.1666220000042813,,,,,,,,,,sub-063,0,750,700,3,2023-10-26_10h04.53.392,painuncertainty_calibration,2022.2.5,142.94924301582836,
0,0,0,0,3,0,3,0,,,,,2.1,40,708.777626199997,708.8540243000025,708.8540243000025,p,0.8950167000002693,709.7569202000013,711.8614434999909,711.8614434999909,712.8790433999966,724.4739645999944,724.4739645999944,11,11,11.594,724.4739645999944,724.4739645999944,y,20.563391599993338,,,,,,,,,,sub-063,0,750,700,3,2023-10-26_10h04.53.392,painuncertainty_calibration,2022.2.5,142.94924301582836,
0,0,0,0,4,0,4,0,,,,,2.0,50,745.084054299994,745.150504499994,745.150504499994,p,0.9899739999964368,746.1502880999906,748.1506651999953,748.1506651999953,749.1680562999973,758.9503735999897,758.9503735999897,19,19,9.783,758.9503735999897,758.9503735999897,y,2.638438000009046,,,,,,,,,,sub-063,0,750,700,3,2023-10-26_10h04.53.392,painuncertainty_calibration,2022.2.5,142.94924301582836,
0,0,0,0,5,0,5,0,,,,,2.4,60,761.6233425999962,761.7011724999902,761.7011724999902,p,0.8799165999953402,762.5922806000017,764.9928516999935,764.9928516999935,766.0095410999929,772.3180327000009,772.3180327000009,27,27,6.309,772.3180327000009,772.3180327000009,y,4.871577900004922,,,,,,,,,,sub-063,0,750,700,3,2023-10-26_10h04.53.392,painuncertainty_calibration,2022.2.5,142.94924301582836,
0,0,0,0,6,0,6,0,,,,,2.3,70,777.2508537999965,777.3073110999976,777.3073110999976,p,0.6335428000020329,777.9528919000004,780.2585391999892,780.2585391999892,781.274691899991,790.6606318999984,790.6606318999984,29,29,9.387,790.6606318999984,790.6606318999984,y,2.4400401000020793,,,,,,,,,,sub-063,0,750,700,3,2023-10-26_10h04.53.392,painuncertainty_calibration,2022.2.5,142.94924301582836,
0,0,0,0,7,0,7,0,,,,,2.0,80,793.1341081999999,793.2115765999915,793.2115765999915,p,0.6337133999913931,793.8574412000016,795.8579941999924,795.8579941999924,796.8743735000025,799.6272432999976,799.6272432999976,37,37,2.753,799.6272432999976,799.6272432999976,y,2.2893413999991026,,,,,,,,,,sub-063,0,750,700,3,2023-10-26_10h04.53.392,painuncertainty_calibration,2022.2.5,142.94924301582836,
0,0,0,0,8,0,8,0,,,,,2.5,90,801.9549046999891,802.0321903000004,802.0321903000004,p,0.676712000000407,802.719513899996,805.2201507999998,805.2201507999998,806.2378629000013,832.7558541999897,832.7558541999897,40,40,26.52,832.7558541999897,832.7558541999897,y,4.017269300005864,,,,,,,,,,sub-063,0,750,700,3,2023-10-26_10h04.53.392,painuncertainty_calibration,2022.2.5,142.94924301582836,
0,0,0,0,9,0,9,0,,,,,2.0,100,836.8386498999898,836.8905819999927,836.8905819999927,p,0.6583555999968667,837.5571223000006,839.5573440000007,839.5573440000007,840.5736115999898,850.0442209999892,850.0442209999892,43,43,9.47,850.0442209999892,850.0442209999892,y,3.9603882000083104,,,,,,,,,,sub-063,0,750,700,3,2023-10-26_10h04.53.392,painuncertainty_calibration,2022.2.5,142.94924301582836,
