series.thisRepN,series.thisTrialN,series.thisN,series.thisIndex,Ramp.thisRepN,Ramp.thisTrialN,Ramp.thisN,Ramp.thisIndex,rand_shocks.thisRepN,rand_shocks.thisTrialN,rand_shocks.thisN,rand_shocks.thisIndex,wait1_dur,intensity,text_7.started,text_12.started,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,main_text.started,confirm_text.started,rating,ratingScale.response,ratingScale.rt,text_2.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,text_4.stopped,text_9.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,main_text_rand.started,confirm_rand.started,scale_wasmoved,rating_rand_.response,rating_rand_.rt,participant,debug,fail_ma,max_ma,nramps,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,2.1,10,388.58077499999854,388.63008679999984,388.63008679999984,p,0.9777872999984538,389.61628429999837,391.72353010000006,391.72353010000006,401.1178489999984,401.1178489999984,2,2,8.36,401.1178489999984,401.1178489999984,y,3.048710899998696,,,,,,,,,,,sub-032,0,750,700,3,2023-06-28_17h41.59.596,painuncertainty_calibration,2022.2.5,143.0480097698496,
0,0,0,0,1,0,1,0,,,,,2.2,20,404.1977399999996,404.2779362000001,404.2779362000001,p,0.6162585999991279,404.90294829999766,407.1048567999969,407.1048567999969,413.74225959999967,413.74225959999967,16,16,5.622,413.74225959999967,413.74225959999967,y,2.8562058999996225,408.12222429999747,,,,,,,,,,sub-032,0,750,700,3,2023-06-28_17h41.59.596,painuncertainty_calibration,2022.2.5,143.0480097698496,
0,0,0,0,2,0,2,0,,,,,2.5,30,416.63571949999823,416.71031389999916,416.71031389999916,p,0.5524251000024378,417.27463029999853,419.7801774999971,419.7801774999971,424.24523509999926,424.24523509999926,21,21,3.448,424.24523509999926,424.24523509999926,y,2.8494787000017823,420.7968535,,,,,,,,,,sub-032,0,750,700,3,2023-06-28_17h41.59.596,painuncertainty_calibration,2022.2.5,143.0480097698496,
0,0,0,0,3,0,3,0,,,,,2.2,40,427.13719069999934,427.211335699998,427.211335699998,p,0.6027443999992101,427.8224500999968,430.0244550999996,430.0244550999996,439.4813945999995,439.4813945999995,50,50,8.442,439.4813945999995,439.4813945999995,y,2.437753900001553,431.03968279999754,,,,,,,,,,sub-032,0,750,700,3,2023-06-28_17h41.59.596,painuncertainty_calibration,2022.2.5,143.0480097698496,
0,0,0,0,4,0,4,0,,,,,2.1,50,441.95761539999876,442.03261239999847,442.03261239999847,p,0.7740579000019352,442.81720889999997,444.9220221999967,444.9220221999967,450.9280274999983,450.9280274999983,72,72,4.987,450.9280274999983,450.9280274999983,y,3.007123399998818,445.94122849999985,,,,,,,,,,sub-032,0,750,700,3,2023-06-28_17h41.59.596,painuncertainty_calibration,2022.2.5,143.0480097698496,
0,0,0,0,5,0,5,0,,,,,2.0,60,453.9794344000002,454.04810929999803,454.04810929999803,p,0.7430940999984159,454.798611299997,456.7982760999985,456.7982760999985,460.90943049999987,460.90943049999987,84,84,3.096,460.90943049999987,460.90943049999987,y,2.9292294999977457,457.8147358999995,,,,,,,,,,sub-032,0,750,700,3,2023-06-28_17h41.59.596,painuncertainty_calibration,2022.2.5,143.0480097698496,
0,0,0,0,6,0,6,0,,,,,2.1,70,463.87604569999894,463.95246419999967,463.95246419999967,p,0.5900147999964247,464.5491390999996,466.65359369999715,466.65359369999715,472.34631709999667,472.34631709999667,94,94,4.675,472.34631709999667,472.34631709999667,y,3.179579299998295,467.6723534999983,,,,,,,,,,sub-032,0,750,700,3,2023-06-28_17h41.59.596,painuncertainty_calibration,2022.2.5,143.0480097698496,
0,0,0,0,7,0,7,0,,,,,2.3,80,475.5617287999994,475.6411006999988,475.6411006999988,p,0.629402200000186,476.27963459999955,478.5855765999986,478.5855765999986,485.181408299999,485.181408299999,100,100,5.581,485.181408299999,485.181408299999,n,3.2727978999973857,479.60280689999854,,,,,,,,,,sub-032,0,750,700,3,2023-06-28_17h41.59.596,painuncertainty_calibration,2022.2.5,143.0480097698496,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,0,750,700,3,2023-06-28_17h41.59.596,painuncertainty_calibration,2022.2.5,143.0480097698496,
1,0,1,0,0,0,0,0,,,,,2.4,10,493.8013886999979,493.8793128999969,493.8793128999969,p,1.3433375999993586,495.23403139999937,497.6365908999978,497.6365908999978,501.46165929999916,501.46165929999916,5,5,2.81,501.46165929999916,501.46165929999916,y,2.344465999998647,498.6539550999987,,,,,,,,,,sub-032,0,750,700,3,2023-06-28_17h41.59.596,painuncertainty_calibration,2022.2.5,143.0480097698496,
1,0,1,0,1,0,1,0,,,,,2.1,20,503.84075799999846,503.92197769999984,503.92197769999984,p,0.5643968000003952,504.4984076999972,506.60321249999834,506.60321249999834,508.98461580000003,508.98461580000003,13,13,1.365,508.98461580000003,508.98461580000003,y,2.630151299999852,507.61921749999965,,,,,,,,,,sub-032,0,750,700,3,2023-06-28_17h41.59.596,painuncertainty_calibration,2022.2.5,143.0480097698496,
1,0,1,0,2,0,2,0,,,,,2.4,30,511.673688699997,511.7285112999998,511.7285112999998,p,0.6134805999972741,512.3538593999983,514.7566192999984,514.7566192999984,518.4509416000001,518.4509416000001,15,15,2.679,518.4509416000001,518.4509416000001,y,2.8671291999999085,515.7728618999972,,,,,,,,,,sub-032,0,750,700,3,2023-06-28_17h41.59.596,painuncertainty_calibration,2022.2.5,143.0480097698496,
