series.thisRepN,series.thisTrialN,series.thisN,series.thisIndex,Ramp.thisRepN,Ramp.thisTrialN,Ramp.thisN,Ramp.thisIndex,rand_shocks.thisRepN,rand_shocks.thisTrialN,rand_shocks.thisN,rand_shocks.thisIndex,wait1_dur,intensity,text_7.started,text_12.started,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,text_4.stopped,main_text.started,confirm_text.started,rating,ratingScale.response,ratingScale.rt,text_2.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,text_9.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,main_text_rand.started,confirm_rand.started,scale_wasmoved,rating_rand_.response,rating_rand_.rt,participant,debug,fail_ma,max_ma,nramps,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,2.0,10,319.68538910000007,319.73256279999987,319.73256279999987,p,4.737137600000096,324.4830728000006,326.48332819999996,326.48332819999996,327.51221369999985,345.87288249999983,345.87288249999983,4,4,18.363,345.87288249999983,345.87288249999983,y,5.029383699999926,,,,,,,,,,sub-022,0,750,700,3,2023-06-12_16h53.35.890,painuncertainty_calibration,2022.2.5,143.46008510132418,
0,0,0,0,1,0,1,0,,,,,2.3,20,350.9477542000004,351.01408230000015,351.01408230000015,p,1.4003764999997657,352.42400780000025,354.72974109999996,354.72974109999996,355.7467293999998,363.5203916999999,363.5203916999999,10,10,7.774,363.5203916999999,363.5203916999999,y,2.0376256999998077,,,,,,,,,,sub-022,0,750,700,3,2023-06-12_16h53.35.890,painuncertainty_calibration,2022.2.5,143.46008510132418,
0,0,0,0,2,0,2,0,,,,,2.2,30,365.6045086000004,365.67594139999983,365.67594139999983,p,1.5306209000000308,367.21745199999987,369.4197487000001,369.4197487000001,370.43539670000064,383.40498879999996,383.40498879999996,16,16,12.97,383.40498879999996,383.40498879999996,y,5.794043599999895,,,,,,,,,,sub-022,0,750,700,3,2023-06-12_16h53.35.890,painuncertainty_calibration,2022.2.5,143.46008510132418,
0,0,0,0,3,0,3,0,,,,,2.2,40,389.2445494000003,389.3105060000007,389.3105060000007,p,1.4235691999992923,390.7411626000003,392.9428204000005,392.9428204000005,393.9600958000001,408.50688660000014,408.50688660000014,21,21,14.547,408.50688660000014,408.50688660000014,y,1.4356263999998191,,,,,,,,,,sub-022,0,750,700,3,2023-06-12_16h53.35.890,painuncertainty_calibration,2022.2.5,143.46008510132418,
0,0,0,0,4,0,4,0,,,,,2.2,50,409.99142420000044,410.0561265000006,410.0561265000006,p,0.7663162999997439,410.8339141000006,413.0360148999998,413.0360148999998,414.05330649999996,426.87573260000045,426.87573260000045,21,21,12.823,426.87573260000045,426.87573260000045,y,1.0102064999991853,,,,,,,,,,sub-022,0,750,700,3,2023-06-12_16h53.35.890,painuncertainty_calibration,2022.2.5,143.46008510132418,
0,0,0,0,5,0,5,0,,,,,2.3,60,427.9390686000006,428.00272940000013,428.00272940000013,p,0.89947359999951,428.91251850000026,431.21846020000066,431.21846020000066,432.23539470000014,438.6132677000005,438.6132677000005,38,38,6.378,438.6132677000005,438.6132677000005,n,2.6569236999994246,,,,,,,,,,sub-022,0,750,700,3,2023-06-12_16h53.35.890,painuncertainty_calibration,2022.2.5,143.46008510132418,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-022,0,750,700,3,2023-06-12_16h53.35.890,painuncertainty_calibration,2022.2.5,143.46008510132418,
1,0,1,0,0,0,0,0,,,,,2.3,10,454.1064144000002,454.17968440000004,454.17968440000004,p,2.9385653999997885,457.13166739999997,459.43729020000046,459.43729020000046,460.4553328000002,465.39396660000057,465.39396660000057,0,0,4.939,465.39396660000057,465.39396660000057,y,2.0689886999998635,,,,,,,,,,sub-022,0,750,700,3,2023-06-12_16h53.35.890,painuncertainty_calibration,2022.2.5,143.46008510132418,
1,0,1,0,1,0,1,0,,,,,2.1,20,467.50046830000065,467.5768960000005,467.5768960000005,p,0.5490135999989434,468.1326239,470.23694370000067,470.23694370000067,471.25378940000064,480.18739319999986,480.18739319999986,1,1,8.934,480.18739319999986,480.18739319999986,y,2.3230158999995183,,,,,,,,,,sub-022,0,750,700,3,2023-06-12_16h53.35.890,painuncertainty_calibration,2022.2.5,143.46008510132418,
1,0,1,0,2,0,2,0,,,,,2.5,30,482.5725117000002,482.6274919000007,482.6274919000007,p,0.4583164999994551,483.09271979999994,485.5934068000006,485.5934068000006,486.61035059999995,493.42522330000065,493.42522330000065,2,2,6.815,493.42522330000065,493.42522330000065,y,1.9894227999993745,,,,,,,,,,sub-022,0,750,700,3,2023-06-12_16h53.35.890,painuncertainty_calibration,2022.2.5,143.46008510132418,
