series.thisRepN,series.thisTrialN,series.thisN,series.thisIndex,Ramp.thisRepN,Ramp.thisTrialN,Ramp.thisN,Ramp.thisIndex,rand_shocks.thisRepN,rand_shocks.thisTrialN,rand_shocks.thisN,rand_shocks.thisIndex,wait1_dur,intensity,text_7.started,text_12.started,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,main_text.started,confirm_text.started,rating,ratingScale.response,ratingScale.rt,text_2.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,text_4.stopped,text_9.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,main_text_rand.started,confirm_rand.started,scale_wasmoved,rating_rand_.response,rating_rand_.rt,participant,debug,fail_ma,max_ma,nramps,date,expName,psychopyVersion,frameRate,
2,0,2,0,3,0,3,0,,,,,2.3,40,530.7211067000171,530.7331059999997,530.7331059999997,p,0.6482166000059806,531.3881953000091,533.6871988000057,533.6871988000057,541.1302272999892,541.1302272999892,42,42,6.428,541.1302272999892,541.1302272999892,y,2.506888500007335,534.7031252000015,,,,,,,,,,sub-020,0,750,700,3,2023-06-07_09h06.22.701,painuncertainty_calibration,2022.2.5,143.37431448091453,
2,0,2,0,4,0,4,0,,,,,2.5,50,543.6954749000142,543.7506236000045,543.7506236000045,p,0.7436051999975462,544.5076802000112,547.0081446999975,547.0081446999975,555.167031399993,555.167031399993,47,47,7.142,555.167031399993,555.167031399993,n,3.9181345000106376,548.0254576000152,,,,,,,,,,sub-020,0,750,700,3,2023-06-07_09h06.22.701,painuncertainty_calibration,2022.2.5,143.37431448091453,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-020,0,750,700,3,2023-06-07_09h06.22.701,painuncertainty_calibration,2022.2.5,143.37431448091453,
,,,,,,,,0,0,0,0,3.0,43,,,,,,576.9843323999958,579.9842219999991,579.9842219999991,,,50,,,,,,,581.0010459999903,575.9886969999934,575.9886969999934,p,0.9851619000255596,586.1663942000014,586.1663942000014,1,50,5.114,sub-020,0,750,700,3,2023-06-07_09h06.22.701,painuncertainty_calibration,2022.2.5,143.37431448091453,
,,,,,,,,1,0,1,0,3.0,22,,,,,,587.0405247000162,590.0414304000151,590.0414304000151,,,22,,,,,,,591.0585042000166,586.1663942000014,586.1663942000014,p,0.8635140999977011,598.8046293999942,598.8046293999942,1,22,7.719,sub-020,0,750,700,3,2023-06-07_09h06.22.701,painuncertainty_calibration,2022.2.5,143.37431448091453,
,,,,,,,,2,0,2,0,3.0,29,,,,,,599.8060098999995,602.806324300007,602.806324300007,,,28,,,,,,,603.8234940000111,598.8046293999942,598.8046293999942,p,0.99323579997872,608.5858827999909,608.5858827999909,1,28,4.718,sub-020,0,750,700,3,2023-06-07_09h06.22.701,painuncertainty_calibration,2022.2.5,143.37431448091453,
,,,,,,,,3,0,3,0,3.0,34,,,,,,609.6002572000143,612.599847400008,612.599847400008,,,33,,,,,,,613.6146463000041,608.5858827999909,608.5858827999909,p,1.0037361000140663,620.7153655000147,620.7153655000147,1,33,7.054,sub-020,0,750,700,3,2023-06-07_09h06.22.701,painuncertainty_calibration,2022.2.5,143.37431448091453,
,,,,,,,,4,0,4,0,3.0,41,,,,,,621.7392695000162,624.7397295999981,624.7397295999981,,,36,,,,,,,625.7564248999988,620.7153655000147,620.7153655000147,p,1.011522300017532,633.4826393999974,633.4826393999974,1,36,7.67,sub-020,0,750,700,3,2023-06-07_09h06.22.701,painuncertainty_calibration,2022.2.5,143.37431448091453,
,,,,,,,,5,0,5,0,3.0,27,,,,,,634.206290400005,637.2067547999904,637.2067547999904,,,19,,,,,,,638.2223955999943,633.4826393999974,633.4826393999974,p,0.7148856000276282,642.1892376999895,642.1892376999895,1,19,3.935,sub-020,0,750,700,3,2023-06-07_09h06.22.701,painuncertainty_calibration,2022.2.5,143.37431448091453,
,,,,,,,,6,0,6,0,3.0,20,,,,,,642.8668459999899,645.8672490000026,645.8672490000026,,,0,,,,,,,646.8837847000104,642.1892376999895,642.1892376999895,p,0.6648978999874089,649.9061314999999,649.9061314999999,1,0,2.984,sub-020,0,750,700,3,2023-06-07_09h06.22.701,painuncertainty_calibration,2022.2.5,143.37431448091453,
,,,,,,,,7,0,7,0,3.0,50,,,,,,650.7844175999926,653.784857199993,653.784857199993,,,42,,,,,,,654.8030651000154,649.9061314999999,649.9061314999999,p,0.8670373999921139,661.109558600001,661.109558600001,1,42,5.21,sub-020,0,750,700,3,2023-06-07_09h06.22.701,painuncertainty_calibration,2022.2.5,143.37431448091453,
,,,,,,,,8,0,8,0,3.0,45,,,,,,661.8347547000158,664.8348070000065,664.8348070000065,,,34,,,,,,,665.8507606000057,661.109558600001,661.109558600001,p,0.7118186000152491,674.5135890000092,674.5135890000092,1,34,8.631,sub-020,0,750,700,3,2023-06-07_09h06.22.701,painuncertainty_calibration,2022.2.5,143.37431448091453,
,,,,,,,,9,0,9,0,3.0,48,,,,,,675.2250272000092,678.2254508000042,678.2254508000042,,,49,,,,,,,679.2445317000092,674.5135890000092,674.5135890000092,p,0.7004027000220958,687.5381512999884,687.5381512999884,1,49,8.246,sub-020,0,750,700,3,2023-06-07_09h06.22.701,painuncertainty_calibration,2022.2.5,143.37431448091453,
,,,,,,,,10,0,10,0,3.0,25,,,,,,688.1848675000074,691.185318200005,691.185318200005,,,5,,,,,,,692.2014869000122,687.5381512999884,687.5381512999884,p,0.6351063000038266,696.7742065000057,696.7742065000057,1,5,4.525,sub-020,0,750,700,3,2023-06-07_09h06.22.701,painuncertainty_calibration,2022.2.5,143.37431448091453,
,,,,,,,,11,0,11,0,3.0,38,,,,,,697.4986353999993,700.4988819000137,700.4988819000137,,,17,,,,,,,701.5171968000068,696.7742065000057,696.7742065000057,p,0.7111026000056881,707.2554649999947,707.2554649999947,1,17,5.711,sub-020,0,750,700,3,2023-06-07_09h06.22.701,painuncertainty_calibration,2022.2.5,143.37431448091453,
,,,,,,,,12,0,12,0,3.0,32,,,,,,708.2081113000168,711.2089015000092,711.2089015000092,,,37,,,,,,,712.2243932000129,707.2554649999947,707.2554649999947,p,0.9422270000213757,718.7770318000112,718.7770318000112,1,37,6.512,sub-020,0,750,700,3,2023-06-07_09h06.22.701,painuncertainty_calibration,2022.2.5,143.37431448091453,
,,,,,,,,13,0,13,0,3.0,36,,,,,,719.6539103999967,722.6548555000045,722.6548555000045,,,28,,,,,,,723.6712295000034,718.7770318000112,718.7770318000112,p,0.8691211999976076,731.6636465000047,731.6636465000047,1,28,7.992,sub-020,0,750,700,3,2023-06-07_09h06.22.701,painuncertainty_calibration,2022.2.5,143.37431448091453,
