series.thisRepN,series.thisTrialN,series.thisN,series.thisIndex,Ramp.thisRepN,Ramp.thisTrialN,Ramp.thisN,Ramp.thisIndex,rand_shocks.thisRepN,rand_shocks.thisTrialN,rand_shocks.thisN,rand_shocks.thisIndex,wait1_dur,intensity,text_7.started,text_12.started,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,main_text.started,confirm_text.started,rating,ratingScale.response,ratingScale.rt,text_2.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,text_4.stopped,text_9.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,main_text_rand.started,confirm_rand.started,scale_wasmoved,rating_rand_.response,rating_rand_.rt,participant,debug,fail_ma,max_ma,nramps,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,2.3,10,408.5085469999999,408.5593522999998,408.5593522999998,p,0.5340486000000055,409.1015384000002,411.40859809999984,411.40859809999984,435.00190680000014,435.00190680000014,8,8,20.188,435.00190680000014,435.00190680000014,y,5.147281399999883,,,,,,,,,,,sub-030,0,750,700,3,2023-06-28_07h47.27.926,painuncertainty_calibration,2022.2.5,141.39651683795842,
0,0,0,0,1,0,1,0,,,,,2.3,20,440.18729010000015,440.2647799000001,440.2647799000001,p,0.6928186999998616,440.96617430000015,443.2718396999999,443.2718396999999,452.54192939999984,452.54192939999984,14,14,8.254,452.54192939999984,452.54192939999984,y,2.8155966999997872,444.28878840000016,,,,,,,,,,sub-030,0,750,700,3,2023-06-28_07h47.27.926,painuncertainty_calibration,2022.2.5,141.39651683795842,
0,0,0,0,2,0,2,0,,,,,2.5,30,455.4032180999998,455.4749437999999,455.4749437999999,p,0.7300450999996428,456.21787529999983,458.7187643000002,458.7187643000002,466.0381616999998,466.0381616999998,21,21,6.302,466.0381616999998,466.0381616999998,y,3.199108299999807,459.7355299999999,,,,,,,,,,sub-030,0,750,700,3,2023-06-28_07h47.27.926,painuncertainty_calibration,2022.2.5,141.39651683795842,
0,0,0,0,3,0,3,0,,,,,2.4,40,469.27758399999993,469.35152879999987,469.35152879999987,p,0.6535512999994353,470.01864079999996,472.4212745,472.4212745,501.306501,501.306501,30,30,27.867,501.306501,501.306501,y,6.698451499999919,473.43819329999997,,,,,,,,,,sub-030,0,750,700,3,2023-06-28_07h47.27.926,painuncertainty_calibration,2022.2.5,141.39651683795842,
0,0,0,0,4,0,4,0,,,,,2.5,50,508.0395957999999,508.1204594000001,508.1204594000001,p,0.636975099999745,508.76588919999995,511.26643109999986,511.26643109999986,516.1464322000002,516.1464322000002,47,47,3.865,516.1464322000002,516.1464322000002,y,2.9944366999998238,512.2833842,,,,,,,,,,sub-030,0,750,700,3,2023-06-28_07h47.27.926,painuncertainty_calibration,2022.2.5,141.39651683795842,
0,0,0,0,5,0,5,0,,,,,2.3,60,519.1953358000001,519.2532706000002,519.2532706000002,p,0.7044835999995485,519.9702252000002,522.2745083,522.2745083,533.6556896000002,533.6556896000002,50,50,10.365,533.6556896000002,533.6556896000002,y,4.534778199999437,523.2910453999998,,,,,,,,,,sub-030,0,750,700,3,2023-06-28_07h47.27.926,painuncertainty_calibration,2022.2.5,141.39651683795842,
0,0,0,0,6,0,6,0,,,,,2.2,70,538.2328114000002,538.3044835000001,538.3044835000001,p,0.8935252999999648,539.2073472000002,541.4091044000002,541.4091044000002,552.8597300000001,552.8597300000001,56,56,10.436,552.8597300000001,552.8597300000001,n,2.2256570999998075,542.4260035000002,,,,,,,,,,sub-030,0,750,700,3,2023-06-28_07h47.27.926,painuncertainty_calibration,2022.2.5,141.39651683795842,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-030,0,750,700,3,2023-06-28_07h47.27.926,painuncertainty_calibration,2022.2.5,141.39651683795842,
1,0,1,0,0,0,0,0,,,,,2.3,10,557.7962567,557.8624257000001,557.8624257000001,p,2.8946099999998296,560.7657727000001,563.0711237,563.0711237,575.4456679999998,575.4456679999998,4,4,11.358,575.4456679999998,575.4456679999998,y,2.3042120999998588,564.0880947,,,,,,,,,,sub-030,0,750,700,3,2023-06-28_07h47.27.926,painuncertainty_calibration,2022.2.5,141.39651683795842,
1,0,1,0,1,0,1,0,,,,,2.4,20,577.7913887999998,577.8646757000001,577.8646757000001,p,0.7323979999996482,578.6076782,581.0112552,581.0112552,586.7315124000002,586.7315124000002,7,7,4.705,586.7315124000002,586.7315124000002,y,3.2256687999997666,582.0275427000001,,,,,,,,,,sub-030,0,750,700,3,2023-06-28_07h47.27.926,painuncertainty_calibration,2022.2.5,141.39651683795842,
