series.thisRepN,series.thisTrialN,series.thisN,series.thisIndex,Ramp.thisRepN,Ramp.thisTrialN,Ramp.thisN,Ramp.thisIndex,rand_shocks.thisRepN,rand_shocks.thisTrialN,rand_shocks.thisN,rand_shocks.thisIndex,wait1_dur,intensity,text_7.started,text_12.started,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,text_4.stopped,main_text.started,confirm_text.started,rating,ratingScale.response,ratingScale.rt,text_2.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,text_9.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,main_text_rand.started,confirm_rand.started,scale_wasmoved,rating_rand_.response,rating_rand_.rt,participant,debug,fail_ma,max_ma,nramps,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,2.2,10,547.1065928999997,547.1444587000005,547.1444587000005,p,1.278144899997642,548.4360740999982,550.638141899999,550.638141899999,551.6630540000006,563.3963710999997,563.3963710999997,5,5,7.486,563.3963710999997,563.3963710999997,y,3.601816399999734,,,,,,,,,,sub-055,0,750,700,3,2023-10-02_16h46.43.327,painuncertainty_calibration,2022.2.5,141.7812258953535,
0,0,0,0,1,0,1,0,,,,,2.2,20,567.0410095999978,567.1121701999982,567.1121701999982,p,0.7271069999969768,567.8481776000008,570.0501661999988,570.0501661999988,571.0668497000006,574.7913478999981,574.7913478999981,29,29,2.014,574.7913478999981,574.7913478999981,y,2.4549452000010206,,,,,,,,,,sub-055,0,750,700,3,2023-10-02_16h46.43.327,painuncertainty_calibration,2022.2.5,141.7812258953535,
0,0,0,0,2,0,2,0,,,,,2.2,30,577.2895365000004,577.3645250000009,577.3645250000009,p,0.5057121999980154,577.8774809999995,580.0795228999996,580.0795228999996,581.0984123999988,588.3353554999994,588.3353554999994,80,80,3.583,588.3353554999994,588.3353554999994,y,2.247525599997971,,,,,,,,,,sub-055,0,750,700,3,2023-10-02_16h46.43.327,painuncertainty_calibration,2022.2.5,141.7812258953535,
0,0,0,0,3,0,3,0,,,,,2.3,40,590.6211378999978,590.6983713000009,590.6983713000009,p,0.5335456000011618,591.2405584999979,593.5457538999981,593.5457538999981,594.5624586999984,601.7254747999978,601.7254747999978,83,83,7.164,601.7254747999978,601.7254747999978,y,1.7766277999999147,,,,,,,,,,sub-055,0,750,700,3,2023-10-02_16h46.43.327,painuncertainty_calibration,2022.2.5,141.7812258953535,
0,0,0,0,4,0,4,0,,,,,2.4,50,603.5545247000009,603.6167411999995,603.6167411999995,p,0.5096969999995054,604.1373572000011,606.5403917000003,606.5403917000003,607.5568425999991,612.5183527000008,612.5183527000008,94,94,4.962,612.5183527000008,612.5183527000008,y,7.784567699998661,,,,,,,,,,sub-055,0,750,700,3,2023-10-02_16h46.43.327,painuncertainty_calibration,2022.2.5,141.7812258953535,
0,0,0,0,5,0,5,0,,,,,2.5,60,620.3561630000004,620.4173644000002,620.4173644000002,p,0.6925681999982771,621.118574199998,623.6194050999984,623.6194050999984,624.6348561999985,627.1802052999992,627.1802052999992,100,100,2.545,627.1802052999992,627.1802052999992,n,2.7065896000003704,,,,,,,,,,sub-055,0,750,700,3,2023-10-02_16h46.43.327,painuncertainty_calibration,2022.2.5,141.7812258953535,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-055,0,750,700,3,2023-10-02_16h46.43.327,painuncertainty_calibration,2022.2.5,141.7812258953535,
1,0,1,0,0,0,0,0,,,,,2.3,10,658.6923261000011,658.7482474999997,658.7482474999997,p,3.721706499998618,662.4780267999995,664.7838224000006,664.7838224000006,665.7991707000001,671.7338258999989,671.7338258999989,4,4,5.935,671.7338258999989,671.7338258999989,y,2.0337530999986484,,,,,,,,,,sub-055,0,750,700,3,2023-10-02_16h46.43.327,painuncertainty_calibration,2022.2.5,141.7812258953535,
1,0,1,0,1,0,1,0,,,,,2.5,20,673.8159999999989,673.8823058999988,673.8823058999988,p,0.4196456000008766,674.3125326000008,676.8128701999995,676.8128701999995,677.828349200001,681.6810781999993,681.6810781999993,12,12,3.854,681.6810781999993,681.6810781999993,y,2.0371256999987963,,,,,,,,,,sub-055,0,750,700,3,2023-10-02_16h46.43.327,painuncertainty_calibration,2022.2.5,141.7812258953535,
1,0,1,0,2,0,2,0,,,,,2.2,30,683.7754225999997,683.8349171000009,683.8349171000009,p,0.39558340000257886,684.237442499998,686.4390810000004,686.4390810000004,687.4558484000008,690.4097228999999,690.4097228999999,25,25,2.954,690.4097228999999,690.4097228999999,y,2.1082703999982186,,,,,,,,,,sub-055,0,750,700,3,2023-10-02_16h46.43.327,painuncertainty_calibration,2022.2.5,141.7812258953535,
1,0,1,0,3,0,3,0,,,,,2.3,40,692.5672391999979,692.6343586000003,692.6343586000003,p,0.3645857999999862,693.0096885999992,695.3152540999981,695.3152540999981,696.3316288999995,699.0708473999985,699.0708473999985,30,30,2.74,699.0708473999985,699.0708473999985,y,2.3594858999986172,,,,,,,,,,sub-055,0,750,700,3,2023-10-02_16h46.43.327,painuncertainty_calibration,2022.2.5,141.7812258953535,
