series.thisRepN,series.thisTrialN,series.thisN,series.thisIndex,Ramp.thisRepN,Ramp.thisTrialN,Ramp.thisN,Ramp.thisIndex,rand_shocks.thisRepN,rand_shocks.thisTrialN,rand_shocks.thisN,rand_shocks.thisIndex,wait1_dur,intensity,text_7.started,text_12.started,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,main_text.started,confirm_text.started,rating,ratingScale.response,ratingScale.rt,text_2.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,text_4.stopped,text_9.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,main_text_rand.started,confirm_rand.started,scale_wasmoved,rating_rand_.response,rating_rand_.rt,participant,debug,fail_ma,max_ma,nramps,date,expName,psychopyVersion,frameRate,
1,0,1,0,1,0,1,0,,,,,2.4,20,649.4803411999601,649.5559667999623,649.5559667999623,p,0.6853996000136249,650.2501106999698,652.6532438999857,652.6532438999857,657.7210368000087,657.7210368000087,0,0,4.053,657.7210368000087,657.7210368000087,y,2.191747800039593,653.6699157999828,,,,,,,,,,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
1,0,1,0,2,0,2,0,,,,,2.0,30,659.9624396999716,660.0291372999782,660.0291372999782,p,0.7083573999698274,660.7444951999933,662.744803199952,662.744803199952,669.7940294999862,669.7940294999862,8,8,6.032,669.7940294999862,669.7940294999862,y,2.623460399976466,663.7630199999548,,,,,,,,,,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
1,0,1,0,3,0,3,0,,,,,2.1,40,672.4746788999764,672.5307975999895,672.5307975999895,p,0.7029688999755308,673.2465243999613,675.3504969999776,675.3504969999776,679.1618531999993,679.1618531999993,17,17,2.796,679.1618531999993,679.1618531999993,y,3.5514030999620445,676.3683811000083,,,,,,,,,,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
1,0,1,0,4,0,4,0,,,,,2.1,50,682.7500699000084,682.8305959999561,682.8305959999561,p,0.5229684999794699,683.3652117999736,685.4695707999635,685.4695707999635,694.0734066999867,694.0734066999867,23,23,7.584,694.0734066999867,694.0734066999867,y,2.3434989999514073,686.4914009000058,,,,,,,,,,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
1,0,1,0,5,0,5,0,,,,,2.4,60,696.4773805000004,696.5333808999858,696.5333808999858,p,0.7240147999837063,697.2699334999779,699.6730713999714,699.6730713999714,708.6335836999933,708.6335836999933,31,31,7.944,708.6335836999933,708.6335836999933,y,2.3358302999986336,700.6888447999954,,,,,,,,,,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
1,0,1,0,6,0,6,0,,,,,2.4,70,711.0044058999629,711.0842422999558,711.0842422999558,p,0.7963833000394516,711.8894010999938,714.292488499952,714.292488499952,727.1044667999959,727.1044667999959,46,46,11.796,727.1044667999959,727.1044667999959,y,2.304509399982635,,,,,,,,,,,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
1,0,1,0,7,0,7,0,,,,,2.5,80,729.4460858999519,729.5235329999705,729.5235329999705,p,0.5421455000177957,730.0725281999912,732.5724768000073,732.5724768000073,737.0293108999613,737.0293108999613,64,64,3.441,737.0293108999613,737.0293108999613,n,2.212059000041336,733.5898678000085,,,,,,,,,,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
2,0,2,0,0,0,0,0,,,,,2.5,10,748.4633537000045,748.5187283999985,748.5187283999985,p,1.1307784000528045,749.6578031999525,752.1580497999676,752.1580497999676,757.2969890999957,757.2969890999957,0,0,4.123,757.2969890999957,757.2969890999957,y,26.831745499977842,753.1734435999533,,,,,,,,,,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
2,0,2,0,1,0,1,0,,,,,2.3,20,784.180270599958,784.245465999993,784.245465999993,p,0.5871434999862686,784.8426215999643,787.1484571999754,787.1484571999754,794.0444302999531,794.0444302999531,0,0,5.879,794.0444302999531,794.0444302999531,y,2.229203500028234,788.1646667000023,,,,,,,,,,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
2,0,2,0,2,0,2,0,,,,,2.0,30,796.3105880999938,796.3862391999573,796.3862391999573,p,0.574415199982468,796.96896009997,798.9692596999812,798.9692596999812,807.6489362999564,807.6489362999564,9,9,7.664,807.6489362999564,807.6489362999564,y,2.248360500030685,799.9858570999932,,,,,,,,,,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
2,0,2,0,3,0,3,0,,,,,2.4,40,809.9413476999616,810.012373399979,810.012373399979,p,0.8291515000164509,810.852524899994,813.2556284999591,813.2556284999591,821.7062075999565,821.7062075999565,22,22,7.434,821.7062075999565,821.7062075999565,y,2.440254700020887,814.273856499989,,,,,,,,,,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
2,0,2,0,4,0,4,0,,,,,2.4,50,824.1958424999611,824.2638535999577,824.2638535999577,p,0.5776337000424974,824.8542256999644,827.2573622000054,827.2573622000054,834.5684848999954,834.5684848999954,30,30,6.296,834.5684848999954,834.5684848999954,y,2.1052520999801345,828.2733809999772,,,,,,,,,,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
2,0,2,0,5,0,5,0,,,,,2.0,60,836.7248316999758,836.7862608999712,836.7862608999712,p,0.6866707999724895,837.4810923999758,839.481001099979,839.481001099979,845.4797587000066,845.4797587000066,37,37,4.982,845.4797587000066,845.4797587000066,y,2.2493320000357926,840.4981558999862,,,,,,,,,,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
2,0,2,0,6,0,6,0,,,,,2.0,70,847.7833791999728,847.8431082000025,847.8431082000025,p,0.6455410999478772,848.4962874999619,850.4965976999956,850.4965976999956,857.349509099964,857.349509099964,47,47,5.838,857.349509099964,857.349509099964,y,2.4363757999963127,851.5128691999707,,,,,,,,,,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
2,0,2,0,7,0,7,0,,,,,2.0,80,859.8470927999588,859.9000813000021,859.9000813000021,p,0.5650794999673963,860.4764342999551,862.4767210999853,862.4767210999853,867.8226987999515,867.8226987999515,67,67,4.328,867.8226987999515,867.8226987999515,n,2.6108173000393435,863.4955644999864,,,,,,,,,,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
,,,,,,,,0,0,0,0,3.0,80,,,,,,910.2811906999559,913.2826688999776,913.2826688999776,,,71,,,,,,,914.2979746999918,908.9736328999861,908.9736328999861,p,1.2991027999669313,919.5058045999613,919.5058045999613,1,71,5.164,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
,,,,,,,,1,0,1,0,3.0,34,,,,,,920.5880182999535,923.5884606000036,923.5884606000036,,,25,,,,,,,924.6053207999794,919.5058045999613,919.5058045999613,p,1.0716191999963485,928.2461519999779,928.2461519999779,1,25,3.593,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
,,,,,,,,2,0,2,0,3.0,61,,,,,,929.3740589999943,932.373915300006,932.373915300006,,,67,,,,,,,933.3914629999781,928.2461519999779,928.2461519999779,p,1.1154325000243261,936.2528853999684,936.2528853999684,0,67,2.815,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
,,,,,,,,3,0,3,0,3.0,53,,,,,,937.3050169000053,940.3053983999998,940.3053983999998,,,69,,,,,,,941.321276899951,936.2528853999684,936.2528853999684,p,1.0442710000206716,947.7431133000064,947.7431133000064,1,69,6.373,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
,,,,,,,,4,0,4,0,3.0,49,,,,,,948.632722899958,951.6331657999544,951.6331657999544,,,60,,,,,,,952.6494292999851,947.7431133000064,947.7431133000064,p,0.8817516000126489,958.1140421999735,958.1140421999735,1,60,5.413,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
,,,,,,,,5,0,5,0,3.0,76,,,,,,958.9192665999872,961.9193844999536,961.9193844999536,,,68,,,,,,,962.936206399987,958.1140421999735,958.1140421999735,p,0.7912833000300452,969.794011299964,969.794011299964,1,68,6.83,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
,,,,,,,,6,0,6,0,3.0,72,,,,,,970.7743196999654,973.7750606999616,973.7750606999616,,,67,,,,,,,974.7909929999732,969.794011299964,969.794011299964,p,0.9675181999919005,981.5737853999599,981.5737853999599,1,67,6.733,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
,,,,,,,,7,0,7,0,3.0,30,,,,,,982.4630046999664,985.4636559999781,985.4636559999781,,,29,,,,,,,986.4796178999823,981.5737853999599,981.5737853999599,p,0.8829879999975674,992.0239834999666,992.0239834999666,1,29,5.499,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
,,,,,,,,8,0,8,0,3.0,57,,,,,,993.0964196999557,996.0970431999885,996.0970431999885,,,47,,,,,,,997.1127830999903,992.0239834999666,992.0239834999666,p,1.0647858000011183,1002.188366599963,1002.188366599963,1,47,5.032,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
,,,,,,,,9,0,9,0,3.0,68,,,,,,1003.2156410999596,1006.2160020999727,1006.2160020999727,,,69,,,,,,,,1002.188366599963,1002.188366599963,p,1.020351999963168,1012.4777891999693,1012.4777891999693,1,69,5.219,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
,,,,,,,,10,0,10,0,3.0,65,,,,,,1013.5640192999854,1016.5643088999786,1016.5643088999786,,,58,,,,,,,1017.580290599959,1012.4777891999693,1012.4777891999693,p,1.0752300000167452,1022.8975991999614,1022.8975991999614,1,58,5.275,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
,,,,,,,,11,0,11,0,3.0,42,,,,,,1023.6769566999865,1026.6768984000082,1026.6768984000082,,,40,,,,,,,1027.6925996000064,1022.8975991999614,1022.8975991999614,p,0.7687934000277892,1032.6936006000033,1032.6936006000033,1,40,4.964,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
,,,,,,,,12,0,12,0,3.0,45,,,,,,1033.7475201999769,1036.747494399955,1036.747494399955,,,39,,,,,,,1037.7631139999721,1032.6936006000033,1032.6936006000033,p,1.0431902999989688,1041.5001407999662,1041.5001407999662,1,39,3.685,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
,,,,,,,,13,0,13,0,3.0,38,,,,,,1042.4563685999601,1045.456744199968,1045.456744199968,,,41,,,,,,,1046.4732852999587,1041.5001407999662,1041.5001407999662,p,0.9489473999710754,1053.1985534999985,1053.1985534999985,1,41,6.726,sub-049,0,750,700,3,2023-09-18_10h05.04.000,painuncertainty_calibration,2022.2.5,143.17888632329021,
