series.thisRepN,series.thisTrialN,series.thisN,series.thisIndex,Ramp.thisRepN,Ramp.thisTrialN,Ramp.thisN,Ramp.thisIndex,rand_shocks.thisRepN,rand_shocks.thisTrialN,rand_shocks.thisN,rand_shocks.thisIndex,wait1_dur,intensity,text_7.started,text_12.started,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,main_text.started,confirm_text.started,rating,ratingScale.response,ratingScale.rt,text_2.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,text_4.stopped,text_9.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,main_text_rand.started,confirm_rand.started,scale_wasmoved,rating_rand_.response,rating_rand_.rt,participant,debug,fail_ma,max_ma,nramps,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,2.1,10,553.5805366000001,553.6399891,553.6399891,p,4.2792665000000625,557.9322141000001,560.0366451000001,560.0366451000001,578.8424718,578.8424718,23,23,17.763,578.8424718,578.8424718,y,5.052402700000016,,,,,,,,,,,sub-040,0,750,700,3,2023-08-16_12h05.54.593,painuncertainty_calibration,2022.2.5,146.38866483289425,
0,0,0,0,1,0,1,0,,,,,2.0,20,583.9381913000001,584.0121497000001,584.0121497000001,p,1.1469876999998405,585.1715961000001,587.1720169000001,587.1720169000001,595.0685710000001,595.0685710000001,26,26,6.88,595.0685710000001,595.0685710000001,y,4.74624110000002,588.1879265000001,,,,,,,,,,sub-040,0,750,700,3,2023-08-16_12h05.54.593,painuncertainty_calibration,2022.2.5,146.38866483289425,
0,0,0,0,2,0,2,0,,,,,2.2,30,599.8767424000001,599.9310293,599.9310293,p,0.7719606000001704,600.7151423000001,602.917372,602.917372,611.0759088000001,611.0759088000001,34,34,7.143,611.0759088000001,611.0759088000001,y,3.75467900000001,603.9330401999999,,,,,,,,,,sub-040,0,750,700,3,2023-08-16_12h05.54.593,painuncertainty_calibration,2022.2.5,146.38866483289425,
0,0,0,0,3,0,3,0,,,,,2.2,40,614.8717119000002,614.9460639,614.9460639,p,0.7808688999999731,615.7378296,617.939546,617.939546,627.9319076,627.9319076,35,35,8.976,627.9319076,627.9319076,y,6.2512963000000354,618.9561513,,,,,,,,,,sub-040,0,750,700,3,2023-08-16_12h05.54.593,painuncertainty_calibration,2022.2.5,146.38866483289425,
0,0,0,0,4,0,4,0,,,,,2.0,50,634.2309429000001,634.2957170000001,634.2957170000001,p,0.7588922000001048,635.0665815000001,637.0668055,637.0668055,651.4076117000001,651.4076117000001,48,48,13.325,651.4076117000001,651.4076117000001,y,5.1111194999999725,638.0829795000001,,,,,,,,,,sub-040,0,750,700,3,2023-08-16_12h05.54.593,painuncertainty_calibration,2022.2.5,146.38866483289425,
0,0,0,0,5,0,5,0,,,,,2.1,60,656.5791215,656.632318,656.632318,p,0.9823582999998735,657.6249849,659.7294405000001,659.7294405000001,669.0632096,669.0632096,49,49,8.317,669.0632096,669.0632096,y,2.912495100000001,660.747868,,,,,,,,,,sub-040,0,750,700,3,2023-08-16_12h05.54.593,painuncertainty_calibration,2022.2.5,146.38866483289425,
0,0,0,0,6,0,6,0,,,,,2.0,70,672.0217772,672.0923669,672.0923669,p,0.5542123999999831,672.6546027,674.6547414,674.6547414,681.1671932,681.1671932,60,60,5.498,681.1671932,681.1671932,y,2.543843000000038,675.6709585,,,,,,,,,,sub-040,0,750,700,3,2023-08-16_12h05.54.593,painuncertainty_calibration,2022.2.5,146.38866483289425,
0,0,0,0,7,0,7,0,,,,,2.2,80,683.7704513,683.8224098,683.8224098,p,0.8646125000001348,684.6976215000001,686.8995767,686.8995767,694.9539709,694.9539709,63,63,7.039,694.9539709,694.9539709,y,2.4532107999999653,687.9154324,,,,,,,,,,sub-040,0,750,700,3,2023-08-16_12h05.54.593,painuncertainty_calibration,2022.2.5,146.38866483289425,
0,0,0,0,8,0,8,0,,,,,2.4,90,697.4548699000001,697.5185332,697.5185332,p,0.952023899999972,698.4838872000001,700.8870281000001,700.8870281000001,710.4904970000001,710.4904970000001,65,65,8.587,710.4904970000001,710.4904970000001,y,7.82004900000004,701.9040042,,,,,,,,,,sub-040,0,750,700,3,2023-08-16_12h05.54.593,painuncertainty_calibration,2022.2.5,146.38866483289425,
0,0,0,0,9,0,9,0,,,,,2.1,100,718.3645491000001,718.4239666,718.4239666,p,0.918741999999952,719.3544956,721.4592689,721.4592689,727.8954384,727.8954384,78,78,5.42,727.8954384,727.8954384,y,2.871869400000037,722.4760375,,,,,,,,,,sub-040,0,750,700,3,2023-08-16_12h05.54.593,painuncertainty_calibration,2022.2.5,146.38866483289425,
0,0,0,0,10,0,10,0,,,,,2.1,110,730.8189192000001,730.8837371000001,730.8837371000001,p,1.2985486999999694,732.1899917,734.2953623,734.2953623,745.0417572,745.0417572,82,82,9.722,745.0417572,745.0417572,y,3.0290368999998236,,,,,,,,,,,sub-040,0,750,700,3,2023-08-16_12h05.54.593,painuncertainty_calibration,2022.2.5,146.38866483289425,
