series.thisRepN,series.thisTrialN,series.thisN,series.thisIndex,Ramp.thisRepN,Ramp.thisTrialN,Ramp.thisN,Ramp.thisIndex,rand_shocks.thisRepN,rand_shocks.thisTrialN,rand_shocks.thisN,rand_shocks.thisIndex,wait1_dur,intensity,text_7.started,text_12.started,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,main_text.started,confirm_text.started,rating,ratingScale.response,ratingScale.rt,text_2.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,text_4.stopped,text_9.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,main_text_rand.started,confirm_rand.started,scale_wasmoved,rating_rand_.response,rating_rand_.rt,participant,debug,fail_ma,max_ma,nramps,date,expName,psychopyVersion,frameRate,
2,0,2,0,0,0,0,0,,,,,2.1,10,540.9645728999749,541.0355051999795,541.0355051999795,p,2.2080954000120983,543.2509321999969,545.3556196999853,545.3556196999853,548.7359380000271,548.7359380000271,0,0,2.365,548.7359380000271,548.7359380000271,y,1.379655199998524,546.3716830000049,,,,,,,,,,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
2,0,2,0,1,0,1,0,,,,,2.1,20,550.1511004000204,550.231144600024,550.231144600024,p,0.48434199998155236,550.7240427000215,552.8284880000283,552.8284880000283,556.8234771999996,556.8234771999996,0,0,2.938,556.8234771999996,556.8234771999996,y,1.2599924000096507,553.8834151999908,,,,,,,,,,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
2,0,2,0,2,0,2,0,,,,,2.2,30,558.1414112999919,558.1972047000309,558.1972047000309,p,0.5741453000227921,558.7805713000125,560.9827102000127,560.9827102000127,565.2253689999925,565.2253689999925,0,0,3.225,565.2253689999925,565.2253689999925,y,1.1618440999882296,561.9999408000149,,,,,,,,,,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
2,0,2,0,3,0,3,0,,,,,2.5,40,566.4487484000274,566.5040110999835,566.5040110999835,p,0.675251999986358,567.1913407000247,569.6919946999988,569.6919946999988,572.3148464999977,572.3148464999977,8,8,1.607,572.3148464999977,572.3148464999977,y,1.4090170999988914,570.7084266999736,,,,,,,,,,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
2,0,2,0,4,0,4,0,,,,,2.4,50,573.7829274000251,573.8379988999804,573.8379988999804,p,0.6617707000114024,574.5116441000137,576.9148318999796,576.9148318999796,580.6633927000221,580.6633927000221,24,24,2.732,580.6633927000221,580.6633927000221,y,1.2681504999636672,577.9315199999837,,,,,,,,,,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
2,0,2,0,5,0,5,0,,,,,2.0,60,581.9948751999764,582.0474554999964,582.0474554999964,p,0.6354955999995582,582.6932430000161,584.6935343000223,584.6935343000223,588.2196703000227,588.2196703000227,38,38,2.511,588.2196703000227,588.2196703000227,y,1.3997700000181794,585.7108357999823,,,,,,,,,,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
2,0,2,0,6,0,6,0,,,,,2.2,70,589.6817068000091,589.7368319000234,589.7368319000234,p,0.5623310999944806,590.3121140000294,592.5143015999929,592.5143015999929,595.4014666000148,595.4014666000148,57,57,1.871,595.4014666000148,595.4014666000148,y,1.2176570000010543,593.5310655999929,,,,,,,,,,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
2,0,2,0,7,0,7,0,,,,,2.0,80,596.6793416999863,596.7303806000273,596.7303806000273,p,0.5211246000253595,597.2645189000177,599.2651222000131,599.2651222000131,602.0545912000234,602.0545912000234,67,67,1.773,602.0545912000234,602.0545912000234,y,1.3728360999957658,600.2829781000037,,,,,,,,,,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
2,0,2,0,8,0,8,0,,,,,2.2,90,603.4860664000153,603.5430459000054,603.5430459000054,p,1.1161017999984324,604.6681322000222,606.8698816000251,606.8698816000251,611.673595100001,611.673595100001,79,79,3.787,611.673595100001,611.673595100001,y,1.1622476000338793,607.8868442000239,,,,,,,,,,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
2,0,2,0,9,0,9,0,,,,,2.3,100,612.8950968999998,612.9471255000099,612.9471255000099,p,0.7600769000127912,613.7181912999949,616.0240414,616.0240414,623.8494051999878,623.8494051999878,78,78,6.811,623.8494051999878,623.8494051999878,y,1.0095748999738134,617.0401648000116,,,,,,,,,,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
2,0,2,0,10,0,10,0,,,,,2.4,110,624.9251751999836,624.976352000027,624.976352000027,p,0.9391573000466451,625.9279330000281,628.3308838999947,628.3308838999947,632.9831020000274,632.9831020000274,85,85,3.636,632.9831020000274,632.9831020000274,n,1.620415800018236,629.3477952000103,,,,,,,,,,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
,,,,,,,,0,0,0,0,3.0,56,,,,,,668.8982741999789,671.898677500023,671.898677500023,,,14,,,,,,,672.9152273000218,667.4929553000256,667.4929553000256,p,1.3979671000270173,675.1140766000026,675.1140766000026,1,14,2.143,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
,,,,,,,,1,0,1,0,3.0,110,,,,,,675.7814049000153,678.7815826000297,678.7815826000297,,,79,,,,,,,679.7995271999971,675.1140766000026,675.1140766000026,p,0.6567668000352569,682.4803175000125,682.4803175000125,1,79,2.629,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
,,,,,,,,2,0,2,0,3.0,45,,,,,,683.115156600019,686.1156287000049,686.1156287000049,,,6,,,,,,,687.1309419000172,682.4803175000125,682.4803175000125,p,0.6276764999493025,689.8453888000222,689.8453888000222,1,6,2.664,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
,,,,,,,,3,0,3,0,3.0,83,,,,,,690.5743643000023,693.5755317999865,693.5755317999865,,,58,,,,,,,694.5904277000227,689.8453888000222,689.8453888000222,p,0.7175309999729507,697.2116444000276,697.2116444000276,1,58,2.574,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
,,,,,,,,4,0,4,0,3.0,72,,,,,,698.1239185000304,701.1244008999784,701.1244008999784,,,42,,,,,,,702.1404135000193,697.2116444000276,697.2116444000276,p,0.9044875000254251,704.7197608000133,704.7197608000133,1,42,2.532,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
,,,,,,,,5,0,5,0,3.0,94,,,,,,705.3956749999779,708.3961610000115,708.3961610000115,,,76,,,,,,,709.4129452999914,704.7197608000133,704.7197608000133,p,0.668019299977459,712.6456632000045,712.6456632000045,1,76,3.183,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
,,,,,,,,6,0,6,0,3.0,105,,,,,,713.3202134000021,716.3208448999794,716.3208448999794,,,81,,,,,,,717.337362500024,712.6456632000045,712.6456632000045,p,0.6620233000139706,720.0118441000232,720.0118441000232,1,81,2.628,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
,,,,,,,,7,0,7,0,3.0,67,,,,,,720.7448012999957,723.7452044999809,723.7452044999809,,,19,,,,,,,724.762736100005,720.0118441000232,720.0118441000232,p,0.7197828000062145,726.5951109000016,726.5951109000016,1,19,1.787,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
,,,,,,,,8,0,8,0,3.0,78,,,,,,727.2804376999848,730.280903899984,730.280903899984,,,0,,,,,,,731.2952025000122,726.5951109000016,726.5951109000016,p,0.6721114999963902,735.8127027000301,735.8127027000301,1,0,4.471,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
,,,,,,,,9,0,9,0,3.0,62,,,,,,736.4411530999932,739.441457399982,739.441457399982,,,15,,,,,,,740.458305099979,735.8127027000301,735.8127027000301,p,0.6151049000327475,744.6792757000076,744.6792757000076,1,15,4.177,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
,,,,,,,,10,0,10,0,3.0,99,,,,,,745.5394943000283,748.5396987000131,748.5396987000131,,,86,,,,,,,749.5567435999983,744.6792757000076,744.6792757000076,p,0.8524096999899484,753.7414102000184,753.7414102000184,1,86,4.13,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
,,,,,,,,11,0,11,0,3.0,40,,,,,,754.4501854000264,757.4509246000089,757.4509246000089,,,0,,,,,,,758.4672054999974,753.7414102000184,753.7414102000184,p,0.7021569999633357,761.7927277000272,761.7927277000272,1,0,3.274,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
,,,,,,,,12,0,12,0,3.0,88,,,,,,762.5345529000042,765.5349025999894,765.5349025999894,,,50,,,,,,,766.551165700017,761.7927277000272,761.7927277000272,p,0.7305958000360988,768.9360497000162,768.9360497000162,1,50,2.33,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
,,,,,,,,13,0,13,0,3.0,51,,,,,,769.6742771000136,772.6746014999808,772.6746014999808,,,0,,,,,,,773.6907001999789,768.9360497000162,768.9360497000162,p,0.7311764000332914,774.8342873000074,774.8342873000074,1,0,1.143,sub-066,0,750,700,3,2023-11-06_16h02.58.651,painuncertainty_calibration,2022.2.5,143.98723694118283,
