series.thisRepN,series.thisTrialN,series.thisN,series.thisIndex,Ramp.thisRepN,Ramp.thisTrialN,Ramp.thisN,Ramp.thisIndex,rand_shocks.thisRepN,rand_shocks.thisTrialN,rand_shocks.thisN,rand_shocks.thisIndex,wait1_dur,intensity,text_7.started,text_12.started,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,text_4.stopped,main_text.started,confirm_text.started,rating,ratingScale.response,ratingScale.rt,text_2.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,text_9.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,main_text_rand.started,confirm_rand.started,scale_wasmoved,rating_rand_.response,rating_rand_.rt,participant,debug,fail_ma,max_ma,nramps,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,2.0,10,652.3876740999985,652.4118531999993,652.4118531999993,p,4.919755299997632,657.3431445000024,659.3438650000026,659.3438650000026,660.3708804000053,683.1713420000015,683.1713420000015,3,3,22.801,683.1713420000015,683.1713420000015,y,15.84017519999179,,,,,,,,,,sub-025,0,750,700,3,2023-06-14_11h54.21.551,painuncertainty_calibration,2022.2.5,144.39182164201617,
0,0,0,0,1,0,1,0,,,,,2.0,20,699.0480523000006,699.1265814000071,699.1265814000071,p,0.6049040999932913,699.7441940999997,701.7449805000069,701.7449805000069,702.7615113000065,710.8479300000035,710.8479300000035,9,9,8.087,710.8479300000035,710.8479300000035,y,1.3953483999939635,,,,,,,,,,sub-025,0,750,700,3,2023-06-14_11h54.21.551,painuncertainty_calibration,2022.2.5,144.39182164201617,
0,0,0,0,2,0,2,0,,,,,2.2,30,712.277565299999,712.356899499995,712.356899499995,p,1.11897099998896,713.4895944000018,715.6906862000033,715.6906862000033,716.7084563999961,724.829144000003,724.829144000003,16,16,8.123,724.829144000003,724.829144000003,y,7.430079400000977,,,,,,,,,,sub-025,0,750,700,3,2023-06-14_11h54.21.551,painuncertainty_calibration,2022.2.5,144.39182164201617,
0,0,0,0,3,0,3,0,,,,,2.1,40,732.3011983000033,732.3736762000044,732.3736762000044,p,0.8694013999920571,733.2556552000024,735.353273700006,735.353273700006,736.3700910000043,751.5540035000013,751.5540035000013,19,19,15.184,751.5540035000013,751.5540035000013,y,8.033937100000912,,,,,,,,,,sub-025,0,750,700,3,2023-06-14_11h54.21.551,painuncertainty_calibration,2022.2.5,144.39182164201617,
0,0,0,0,4,0,4,0,,,,,2.3,50,759.6247157000034,759.7032991000015,759.7032991000015,p,1.1967503999912878,760.9114249999984,763.2104726999969,763.2104726999969,764.2288120000012,774.7239626999944,774.7239626999944,22,22,10.497,774.7239626999944,774.7239626999944,y,4.759275300006266,,,,,,,,,,sub-025,0,750,700,3,2023-06-14_11h54.21.551,painuncertainty_calibration,2022.2.5,144.39182164201617,
0,0,0,0,5,0,5,0,,,,,2.3,60,779.5191838000028,779.5947040000028,779.5947040000028,p,0.8645056999957887,780.4694640999951,782.7754539000016,782.7754539000016,783.7951100000064,810.3116596000036,810.3116596000036,26,26,26.519,810.3116596000036,810.3116596000036,y,2.6203552999941166,,,,,,,,,,sub-025,0,750,700,3,2023-06-14_11h54.21.551,painuncertainty_calibration,2022.2.5,144.39182164201617,
0,0,0,0,6,0,6,0,,,,,2.3,70,812.9614759999968,813.0432941000035,813.0432941000035,p,1.0879401999991387,814.1401551000017,816.4463090000063,816.4463090000063,,820.8847000999958,820.8847000999958,42,42,3.421,820.8847000999958,820.8847000999958,n,1.3424796000035712,,,,,,,,,,sub-025,0,750,700,3,2023-06-14_11h54.21.551,painuncertainty_calibration,2022.2.5,144.39182164201617,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-025,0,750,700,3,2023-06-14_11h54.21.551,painuncertainty_calibration,2022.2.5,144.39182164201617,
1,0,1,0,0,0,0,0,,,,,2.5,10,891.2780777000007,891.3510620000015,891.3510620000015,p,2.9480559000076028,894.3100956999988,896.8106974999973,896.8106974999973,897.8278005000029,900.6924447000056,900.6924447000056,8,8,2.864,900.6924447000056,900.6924447000056,y,2.8556480999977794,,,,,,,,,,sub-025,0,750,700,3,2023-06-14_11h54.21.551,painuncertainty_calibration,2022.2.5,144.39182164201617,
1,0,1,0,1,0,1,0,,,,,2.2,20,903.5960265000031,903.665663199994,903.665663199994,p,0.86624540000048,904.5405217999942,906.742591999995,906.742591999995,907.7601722999971,913.847122200008,913.847122200008,11,11,6.087,913.847122200008,913.847122200008,y,2.9561164999904577,,,,,,,,,,sub-025,0,750,700,3,2023-06-14_11h54.21.551,painuncertainty_calibration,2022.2.5,144.39182164201617,
